task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
4,7,287,4.0875,34.359,34.359,37.411,81.2537,34.359,32.7396,34.359,34.359,18.4628,40.0587,96.2774,3.995911
4,8,288,4.1,38.8016,38.8016,33.7711,82.9975,38.8016,36.0492,38.8016,38.8016,21.5442,44.5082,96.8219,3.91825
4,9,289,4.1125,39.3795,39.3795,40.9133,86.9416,39.3795,36.2395,39.3795,39.3795,22.3504,45.0594,96.746,3.897467
4,10,290,4.125,39.3246,39.3246,36.1368,80.7855,39.3246,36.7477,39.3246,39.3246,22.5219,44.9903,96.8554,3.85571
4,11,291,4.1375,38.9834,38.9834,39.4551,85.6189,38.9834,36.015,38.9834,38.9834,22.051,44.7999,96.8298,3.821701
4,12,292,4.15,39.2256,39.2256,39.5351,85.6479,39.2256,36.8913,39.2256,39.2256,22.5094,44.9022,96.8619,3.796246
4,13,293,4.1625,39.6111,39.6111,40.4185,86.6157,39.6111,36.8546,39.6111,39.6111,23.0556,45.8651,96.0441,3.738889
4,14,294,4.175,39.4957,39.4957,38.9494,85.0527,39.4957,37.2606,39.4957,39.4957,22.4385,44.7334,96.6931,3.733286
4,15,295,4.1875,39.8285,39.8285,40.4303,86.6274,39.8285,37.1616,39.8285,39.8285,23.4376,46.0914,96.4589,3.693526
4,16,296,4.2,39.952,39.952,39.8705,85.9259,39.952,37.9423,39.952,39.952,23.45,45.5753,96.8166,3.683801
4,17,297,4.2125,40.1798,40.1798,40.6963,86.8913,40.1798,37.8456,40.1798,40.1798,24.0194,46.6027,96.2402,3.654205
4,18,298,4.225,39.8854,39.8854,39.4613,85.727,39.8854,37.8616,39.8854,39.8854,23.347,45.5455,96.8077,3.669486
4,19,299,4.2375,40.0662,40.0662,40.6775,86.8014,40.0662,37.7687,40.0662,40.0662,24.046,46.5151,96.3674,3.644371
4,20,300,4.25,39.7936,39.7936,39.6449,85.8273,39.7936,37.6057,39.7936,39.7936,23.245,45.4711,96.683,3.663105
4,21,301,4.2625,40.0218,40.0218,39.5801,85.6397,40.0218,37.8168,40.0218,40.0218,23.4708,45.85,96.3623,3.658375
4,22,302,4.275,40.1013,40.1013,39.6087,85.7099,40.1013,37.9616,40.1013,40.1013,23.4566,45.858,96.2319,3.661678
4,23,303,4.2875,39.9155,39.9155,39.5717,85.5901,39.9155,37.7586,39.9155,39.9155,23.4451,45.8215,96.1979,3.649856
4,24,304,4.3,40.2946,40.2946,39.413,85.6175,40.2946,38.1214,40.2946,40.2946,23.5118,46.0209,96.1648,3.635824
4,25,305,4.3125,40.1892,40.1892,43.9867,86.7439,40.1892,38.1107,40.1892,40.1892,23.764,46.2205,96.1031,3.627722
4,26,306,4.325,40.5747,40.5747,39.4343,85.6283,40.5747,38.3193,40.5747,40.5747,23.7513,46.361,96.1989,3.611882
4,27,307,4.3375,41.6242,41.6242,44.3836,86.8821,41.6242,42.8906,41.6242,41.6242,28.645,47.6925,96.1648,3.587748
4,28,308,4.35,41.9941,41.9941,44.5048,86.9819,41.9941,43.4078,41.9941,41.9941,28.9853,47.9097,96.216,3.548514
4,29,309,4.3625,42.0737,42.0737,43.9009,86.7164,42.0737,43.5574,42.0737,42.0737,29.0327,48.0468,96.1891,3.535219
4,30,310,4.375,42.484,42.484,44.466,86.8594,42.484,43.9783,42.484,42.484,29.5593,48.339,96.2163,3.522043
4,31,311,4.3875,41.8979,41.8979,43.7841,86.6157,41.8979,43.5334,41.8979,41.8979,28.973,47.8752,96.1935,3.54215
4,32,312,4.4,42.0157,42.0157,43.9142,86.7834,42.0157,43.3266,42.0157,42.0157,28.6141,47.848,96.2274,3.558659
4,33,313,4.4125,41.9417,41.9417,43.7582,86.6008,41.9417,43.429,41.9417,41.9417,28.6606,47.7936,96.2252,3.559231
4,34,314,4.425,41.7277,41.7277,43.7294,86.6841,41.7277,43.1696,41.7277,41.7277,28.4522,47.6297,96.2268,3.563135
4,35,315,4.4375,41.7297,41.7297,43.7886,86.7299,41.7297,43.2788,41.7297,41.7297,28.4923,47.6215,96.2213,3.566435
4,36,316,4.45,41.4045,41.4045,43.7881,86.6799,41.4045,42.9912,41.4045,41.4045,28.3844,47.3983,96.2139,3.576274
4,37,317,4.4625,41.1869,41.1869,43.5227,86.6686,41.1869,42.7054,41.1869,41.1869,27.9234,47.063,96.2305,3.602233
4,38,318,4.475,40.9953,40.9953,43.4726,86.5674,40.9953,42.5825,40.9953,40.9953,27.9636,47.0182,96.2525,3.590447
4,39,319,4.4875,41.3939,41.3939,43.4821,86.643,41.3939,42.9485,41.3939,41.3939,28.0914,47.2689,96.2278,3.589139
4,40,320,4.5,39.9945,39.9945,43.172,86.4302,39.9945,38.3026,39.9945,39.9945,23.4572,45.9464,96.2079,3.6161
4,41,321,4.5125,42.6608,42.6608,43.1319,86.0898,42.6608,44.8205,42.6608,42.6608,29.7665,48.7837,95.388,3.463049
4,42,322,4.525,42.4605,42.4605,43.2785,86.2136,42.4605,44.5712,42.4605,42.4605,29.5402,48.5242,95.6286,3.476574
4,43,323,4.5375,42.4855,42.4855,43.258,86.1876,42.4855,44.5777,42.4855,42.4855,29.5331,48.5671,95.5232,3.475554
4,44,324,4.55,42.4051,42.4051,43.2476,86.2263,42.4051,44.5395,42.4051,42.4051,29.4835,48.4721,95.6294,3.475081
4,45,325,4.5625,42.5104,42.5104,43.253,86.2007,42.5104,44.6041,42.5104,42.5104,29.5393,48.5774,95.5373,3.475703
4,46,326,4.575,42.5085,42.5085,43.2518,86.1927,42.5085,44.5959,42.5085,42.5085,29.5366,48.5796,95.5187,3.475375
4,47,327,4.5875,42.4934,42.4934,43.2374,86.1993,42.4934,44.5694,42.4934,42.4934,29.5106,48.5578,95.5478,3.474402
4,48,328,4.6,42.4627,42.4627,43.1883,86.2049,42.4627,44.5522,42.4627,42.4627,29.4549,48.5069,95.6125,3.474276
4,49,329,4.6125,42.497,42.497,43.2347,86.2029,42.497,44.5651,42.497,42.497,29.503,48.5538,95.5617,3.472447
4,50,330,4.625,42.2923,42.2923,43.1482,86.2715,42.2923,44.4678,42.2923,42.2923,29.3465,48.3135,95.8228,3.475132
4,51,331,4.6375,42.415,42.415,43.1774,86.2205,42.415,44.5352,42.415,42.415,29.4331,48.4581,95.6677,3.47402
4,52,332,4.65,42.4436,42.4436,44.1724,86.2251,42.4436,44.5709,42.4436,42.4436,29.5111,48.4796,95.6535,3.47551
4,53,333,4.6625,42.4346,42.4346,44.2762,86.2311,42.4346,44.7491,42.4346,42.4346,29.8079,48.4642,95.6943,3.47639
4,54,334,4.675,42.4987,42.4987,44.2145,86.2028,42.4987,45.0977,42.4987,42.4987,30.2095,48.5502,95.5683,3.475529
4,55,335,4.6875,42.4881,42.4881,44.1222,86.1966,42.4881,45.3462,42.4881,42.4881,30.3503,48.521,95.618,3.476147
4,56,336,4.7,42.4207,42.4207,44.1545,86.2147,42.4207,45.3403,42.4207,42.4207,30.364,48.4635,95.6704,3.476128
4,57,337,4.7125,42.5258,42.5258,44.1874,86.1874,42.5258,45.5099,42.5258,42.5258,30.4961,48.581,95.5441,3.476318
4,58,338,4.725,42.495,42.4359,43.7638,86.3333,42.5304,44.8278,42.4892,42.4992,29.9566,48.4686,95.5513,3.511081
4,59,339,4.7375,42.4093,42.2986,43.8599,86.2427,42.542,44.9005,42.4917,42.4593,29.9006,48.5324,95.5443,3.546192
4,60,340,4.75,42.3844,42.4089,43.866,86.0105,42.3708,44.8616,42.5078,42.4119,29.9163,48.5314,95.519,3.581654
4,61,341,4.7625,42.5105,42.4681,43.6194,86.4421,42.4225,44.9006,42.3654,42.5637,29.7993,48.7168,95.538,3.61747
4,62,342,4.775,42.5399,42.6171,43.7186,86.2185,42.2506,44.8674,42.2615,42.4123,29.9161,48.3856,95.5484,3.653645
4,63,343,4.7875,42.4872,42.4643,43.768,86.3944,42.5238,44.8518,42.4981,42.4554,29.9013,48.4924,95.5396,3.690182
4,64,344,4.8,42.3716,42.4508,43.6378,86.4439,42.5043,44.9107,42.4887,42.2175,29.8974,48.5262,95.551,3.727083
4,65,345,4.8125,42.5209,42.4115,43.8464,86.3148,42.4775,44.9115,42.5141,42.3709,29.7594,48.3654,95.5434,3.764354
4,66,346,4.825,42.5455,42.3401,43.7941,85.8171,42.401,44.9641,42.5283,42.4566,29.7668,48.3903,95.5425,3.801998
4,67,347,4.8375,42.559,42.3574,43.7431,86.2418,42.4983,44.9095,42.6085,42.3944,29.8116,48.5991,95.5467,3.840018
4,68,348,4.85,42.3421,42.3713,43.6839,86.0791,42.3565,44.8465,42.637,42.6268,29.9288,48.4246,95.5707,3.878418
4,69,349,4.8625,42.5437,42.4564,43.8171,86.1213,42.2926,44.8834,42.3471,42.369,29.9107,48.5371,95.5451,3.917202
4,70,350,4.875,42.4341,42.5036,43.8175,86.238,42.4079,44.7702,42.5229,42.4562,29.8332,48.5069,95.5361,3.956374
4,71,351,4.8875,42.4688,42.4214,43.9006,85.9684,42.4446,44.9789,42.5222,42.4072,29.8284,48.5371,95.5324,3.995938
4,72,352,4.9,42.3239,42.4939,43.8255,86.1783,42.6573,44.8106,42.3933,42.381,29.83,48.5301,95.5393,4.035897
4,73,353,4.9125,42.3907,42.4765,43.927,86.3976,42.4354,44.9254,42.5065,42.351,29.7753,48.506,95.5484,4.076256
4,74,354,4.925,42.4481,42.4566,43.7485,86.474,42.2785,44.9173,42.4955,42.4737,29.9511,48.3882,95.5462,4.117019
4,75,355,4.9375,42.5613,42.4462,43.8024,86.0366,42.4932,44.9188,42.3862,42.5113,29.8139,48.457,95.5351,4.158189
4,76,356,4.95,42.2996,42.3946,43.7524,85.7883,42.4381,44.962,42.5122,42.424,29.7919,48.4324,95.5509,4.199771
4,77,357,4.9625,42.2193,42.4189,43.7126,86.1455,42.3295,44.9581,42.3934,42.4899,29.8113,48.4534,95.536,4.241769
4,78,358,4.975,42.2369,42.3799,43.739,86.2033,42.5144,44.8931,42.5085,42.4267,29.6964,48.523,95.5693,4.284186
4,79,359,4.9875,42.4156,42.6367,43.9129,86.2068,42.4162,44.9301,42.4823,42.4216,29.8212,48.4517,95.5534,4.327028
4,80,360,5.0,42.4826,42.3154,43.9144,86.0436,42.5379,45.0127,42.445,42.3659,29.9096,48.5833,95.5415,4.370298
